"","speech_act","speaker_role","target_child_age_years","gloss","freq","total_freq","relFreq","relFreq_ppt"
"312","other","Father",4.01368925393566,"and",8,105,0.0761904761904762,76.1904761904762
"313","other","Father",4.02190280629706,"and",1,5,0.2,200
"314","other","Father",4.02737850787132,"and",2,43,0.0465116279069767,46.5116279069767
"315","other","Father",4.03011635865845,"and",14,202,0.0693069306930693,69.3069306930693
"316","other","Father",4.03011635865845,"or",1,202,0.00495049504950495,4.95049504950495
"317","other","Father",4.04928131416838,"and",3,73,0.0410958904109589,41.0958904109589
"318","other","Father",4.05201916495551,"and",3,69,0.0434782608695652,43.4782608695652
"319","other","Father",4.05201916495551,"or",1,69,0.0144927536231884,14.4927536231884
"320","other","Father",4.05475701574264,"and",1,90,0.0111111111111111,11.1111111111111
"321","other","Father",4.05475701574264,"or",1,90,0.0111111111111111,11.1111111111111
"322","other","Father",4.09428610540726,"and",1,17,0.0588235294117647,58.8235294117647
"323","other","Father",4.09976180698152,"and",1,37,0.027027027027027,27.027027027027
"324","other","Father",4.12987816563997,"and",2,54,0.037037037037037,37.037037037037
"325","other","Father",4.12987816563997,"or",1,54,0.0185185185185185,18.5185185185185
"326","other","Father",4.13535386721424,"and",1,5,0.2,200
"327","other","Father",4.1694045174538,"and",4,177,0.0225988700564972,22.5988700564972
"328","other","Father",4.17214236824093,"and",3,55,0.0545454545454545,54.5454545454545
"329","other","Father",4.21321013004791,"and",1,95,0.0105263157894737,10.5263157894737
"330","other","Father",4.21321013004791,"or",1,95,0.0105263157894737,10.5263157894737
"331","other","Father",4.22142368240931,"and",1,92,0.0108695652173913,10.8695652173913
"332","other","Father",4.22963723477071,"and",2,81,0.0246913580246914,24.6913580246914
"333","other","Father",4.22963723477071,"or",2,81,0.0246913580246914,24.6913580246914
"334","other","Father",4.24880219028063,"and",1,12,0.0833333333333333,83.3333333333333
"335","other","Father",4.24999863107461,"and",3,100,0.03,30
"336","other","Father",4.26368788501027,"and",3,57,0.0526315789473684,52.6315789473684
"337","other","Father",4.28011498973306,"and",1,13,0.0769230769230769,76.9230769230769
"338","other","Father",4.28832854209446,"and",2,38,0.0526315789473684,52.6315789473684
"339","other","Father",4.33607118412047,"and",13,73,0.178082191780822,178.082191780822
"340","other","Father",4.34154688569473,"and",1,26,0.0384615384615385,38.4615384615385
"341","other","Father",4.34428473648186,"and",2,91,0.021978021978022,21.978021978022
"342","other","Father",4.35523613963039,"and",11,100,0.11,110
"343","other","Father",4.36344969199179,"or",1,13,0.0769230769230769,76.9230769230769
"344","other","Father",4.40999315537303,"and",5,68,0.0735294117647059,73.5294117647059
"345","other","Father",4.50273785078713,"and",5,78,0.0641025641025641,64.1025641025641
"346","other","Father",4.50273785078713,"or",2,78,0.0256410256410256,25.6410256410256
"347","other","Father",4.57392197125257,"and",1,18,0.0555555555555556,55.5555555555556
