"","speaker_role","target_child_age_years","gloss","freq","total_freq","relFreq","relFreq_ppt"
"84","Father",1.58333333333333,"and",61,3707,0.0164553547342865,16.4553547342865
"85","Father",1.58333333333333,"or",7,3707,0.00188831939573779,1.88831939573779
"86","Father",1.59702258726899,"and",5,238,0.0210084033613445,21.0084033613445
"87","Father",1.60249828884326,"and",1,117,0.00854700854700855,8.54700854700855
"88","Father",1.60249828884326,"or",1,117,0.00854700854700855,8.54700854700855
"89","Father",1.60523613963039,"and",14,3035,0.00461285008237232,4.61285008237232
"90","Father",1.60523613963039,"or",1,3035,0.000329489291598023,0.329489291598023
"91","Father",1.61071184120465,"and",1,134,0.00746268656716418,7.46268656716418
"92","Father",1.62987679671458,"and",1,182,0.00549450549450549,5.49450549450549
"93","Father",1.63535249828884,"and",4,288,0.0138888888888889,13.8888888888889
"94","Father",1.63535249828884,"or",1,288,0.00347222222222222,3.47222222222222
"95","Father",1.64356605065024,"and",1,169,0.00591715976331361,5.91715976331361
"96","Father",1.64630390143737,"and",2,376,0.00531914893617021,5.31914893617021
"97","Father",1.64630390143737,"or",3,376,0.00797872340425532,7.97872340425532
"98","Father",1.65177960301164,"and",1,187,0.0053475935828877,5.3475935828877
"99","Father",1.67214236824093,"and",60,1458,0.0411522633744856,41.1522633744856
"100","Father",1.67214236824093,"or",1,1458,0.000685871056241427,0.685871056241427
"101","Father",1.67488021902806,"and",25,749,0.0333778371161549,33.3778371161549
"102","Father",1.67488021902806,"or",2,749,0.00267022696929239,2.67022696929239
"103","Father",1.68035592060233,"and",1,126,0.00793650793650794,7.93650793650794
"104","Father",1.68309377138946,"and",9,692,0.0130057803468208,13.0057803468208
"105","Father",1.69404517453799,"and",19,987,0.0192502532928065,19.2502532928065
"106","Father",1.71047227926078,"and",34,1164,0.0292096219931271,29.2096219931271
"107","Father",1.71047227926078,"or",1,1164,0.000859106529209622,0.859106529209622
"108","Father",1.71321013004791,"and",1,174,0.00574712643678161,5.74712643678161
"109","Father",1.72142368240931,"and",3,72,0.0416666666666667,41.6666666666667
"110","Father",1.72142368240931,"or",1,72,0.0138888888888889,13.8888888888889
"111","Father",1.72689938398357,"and",54,3002,0.0179880079946702,17.9880079946702
"112","Father",1.7296372347707,"or",1,64,0.015625,15.625
"113","Father",1.73237508555784,"and",1,86,0.0116279069767442,11.6279069767442
"114","Father",1.74880219028063,"and",2,73,0.0273972602739726,27.3972602739726
"115","Father",1.75,"and",36,2354,0.0152931180968564,15.2931180968564
"116","Father",1.75,"or",3,2354,0.00127442650807137,1.27442650807137
"117","Father",1.75273785078713,"and",45,1820,0.0247252747252747,24.7252747252747
"118","Father",1.75547570157426,"and",2,144,0.0138888888888889,13.8888888888889
"119","Father",1.7582135523614,"or",1,14,0.0714285714285714,71.4285714285714
"120","Father",1.76095140314853,"and",4,218,0.018348623853211,18.348623853211
"121","Father",1.76368925393566,"and",1,44,0.0227272727272727,22.7272727272727
"122","Father",1.76916495550992,"and",1,146,0.00684931506849315,6.84931506849315
"123","Father",1.77464065708419,"and",66,3133,0.021066070858602,21.066070858602
"124","Father",1.77464065708419,"or",2,3133,0.000638365783593999,0.638365783593999
"125","Father",1.77737850787132,"and",6,465,0.0129032258064516,12.9032258064516
"126","Father",1.77737850787132,"or",1,465,0.0021505376344086,2.1505376344086
"127","Father",1.78559206023272,"and",2,139,0.0143884892086331,14.3884892086331
"128","Father",1.79380561259411,"and",46,2347,0.0195994887089902,19.5994887089902
"129","Father",1.79380561259411,"or",2,2347,0.000852151682999574,0.852151682999574
"130","Father",1.80749486652977,"and",7,989,0.0070778564206269,7.0778564206269
"131","Father",1.81023271731691,"and",32,2636,0.0121396054628225,12.1396054628225
"132","Father",1.8184462696783,"and",11,717,0.0153417015341702,15.3417015341702
"133","Father",1.8184462696783,"or",1,717,0.00139470013947001,1.39470013947001
"134","Father",1.83333333333333,"and",76,3638,0.0208905992303463,20.8905992303463
"135","Father",1.83333333333333,"or",1,3638,0.000274876305662452,0.274876305662452
"136","Father",1.84154688569473,"and",1,202,0.00495049504950495,4.95049504950495
"137","Father",1.84702258726899,"and",48,2407,0.0199418363107603,19.9418363107603
"138","Father",1.84702258726899,"or",1,2407,0.000415454923140839,0.415454923140839
"139","Father",1.84976043805613,"and",33,1917,0.0172143974960876,17.2143974960876
"140","Father",1.84976043805613,"or",3,1917,0.00156494522691706,1.56494522691706
"141","Father",1.85249828884326,"and",8,933,0.00857449088960343,8.57449088960343
"142","Father",1.85249828884326,"or",2,933,0.00214362272240086,2.14362272240086
"143","Father",1.85523613963039,"and",4,177,0.0225988700564972,22.5988700564972
"144","Father",1.85523613963039,"or",1,177,0.00564971751412429,5.64971751412429
"145","Father",1.86071184120465,"and",1,123,0.00813008130081301,8.13008130081301
"146","Father",1.86071184120465,"or",4,123,0.032520325203252,32.520325203252
"147","Father",1.86344969199179,"and",84,4176,0.0201149425287356,20.1149425287356
"148","Father",1.86344969199179,"or",4,4176,0.000957854406130268,0.957854406130268
"149","Father",1.86618754277892,"and",8,347,0.0230547550432277,23.0547550432277
"150","Father",1.86618754277892,"or",2,347,0.00576368876080692,5.76368876080692
"151","Father",1.86892539356605,"and",2,37,0.0540540540540541,54.0540540540541
"152","Father",1.87166324435318,"and",2,246,0.00813008130081301,8.13008130081301
"153","Father",1.87713894592745,"and",50,2271,0.0220167327168648,22.0167327168648
"154","Father",1.87713894592745,"or",5,2271,0.00220167327168648,2.20167327168648
"155","Father",1.87987679671458,"or",1,332,0.00301204819277108,3.01204819277108
"156","Father",1.88261464750171,"and",16,2210,0.00723981900452489,7.23981900452489
"157","Father",1.88535249828884,"and",3,353,0.0084985835694051,8.4985835694051
"158","Father",1.88809034907598,"or",1,186,0.00537634408602151,5.37634408602151
"159","Father",1.89082819986311,"or",1,66,0.0151515151515152,15.1515151515152
"160","Father",1.89356605065024,"and",10,646,0.0154798761609907,15.4798761609907
"161","Father",1.89356605065024,"or",2,646,0.00309597523219814,3.09597523219814
"162","Father",1.89630390143737,"and",2,276,0.0072463768115942,7.2463768115942
"163","Father",1.8990417522245,"and",2,163,0.0122699386503067,12.2699386503067
"164","Father",1.8990417522245,"or",1,163,0.00613496932515337,6.13496932515337
"165","Father",1.90451745379877,"and",54,3469,0.0155664456615739,15.5664456615739
"166","Father",1.90451745379877,"or",2,3469,0.000576535024502739,0.576535024502739
"167","Father",1.9072553045859,"and",2,194,0.0103092783505155,10.3092783505155
"168","Father",1.90999315537303,"and",5,404,0.0123762376237624,12.3762376237624
"169","Father",1.91666666666667,"and",143,4368,0.0327380952380952,32.7380952380952
"170","Father",1.91666666666667,"or",7,4368,0.0016025641025641,1.6025641025641
"171","Father",1.92214236824093,"and",3,410,0.00731707317073171,7.31707317073171
"172","Father",1.92214236824093,"or",1,410,0.0024390243902439,2.4390243902439
"173","Father",1.92488021902806,"and",20,843,0.0237247924080664,23.7247924080664
"174","Father",1.93309377138946,"and",90,3083,0.0291923451183912,29.1923451183912
"175","Father",1.93309377138946,"or",3,3083,0.000973078170613039,0.973078170613039
"176","Father",1.94130732375086,"and",16,1687,0.00948429164196799,9.48429164196799
"177","Father",1.94678302532512,"and",4,376,0.0106382978723404,10.6382978723404
"178","Father",1.94952087611225,"and",18,1211,0.0148637489677952,14.8637489677952
"179","Father",1.94952087611225,"or",2,1211,0.00165152766308836,1.65152766308836
"180","Father",1.95225872689938,"and",1,93,0.010752688172043,10.752688172043
"181","Father",1.95499657768652,"and",24,1481,0.0162052667116813,16.2052667116813
"182","Father",1.95773442847365,"and",43,1062,0.0404896421845574,40.4896421845574
"183","Father",1.95773442847365,"or",1,1062,0.000941619585687382,0.941619585687382
"184","Father",1.96321013004791,"and",1,225,0.00444444444444444,4.44444444444444
"185","Father",1.96868583162218,"and",98,2360,0.0415254237288136,41.5254237288136
"186","Father",1.96868583162218,"or",2,2360,0.000847457627118644,0.847457627118644
"187","Father",1.97142368240931,"and",16,828,0.0193236714975845,19.3236714975845
"188","Father",1.97689938398357,"and",2,267,0.00749063670411985,7.49063670411985
"189","Father",1.9796372347707,"and",5,526,0.00950570342205323,9.50570342205323
"190","Father",1.98237508555784,"and",1,94,0.0106382978723404,10.6382978723404
"191","Father",1.98511293634497,"and",60,2080,0.0288461538461538,28.8461538461538
"192","Father",1.98511293634497,"or",2,2080,0.000961538461538462,0.961538461538462
"193","Father",1.9878507871321,"and",48,1925,0.0249350649350649,24.9350649350649
"194","Father",1.9878507871321,"or",2,1925,0.00103896103896104,1.03896103896104
"195","Father",1.99332648870637,"and",27,932,0.0289699570815451,28.9699570815451
"196","Father",1.99332648870637,"or",1,932,0.00107296137339056,1.07296137339056
"197","Father",1.9960643394935,"and",3,217,0.0138248847926267,13.8248847926267
"198","Father",1.99880219028063,"and",4,447,0.00894854586129754,8.94854586129754
"199","Father",1.99880219028063,"or",1,447,0.00223713646532438,2.23713646532438
"200","Father",2,"and",101,5904,0.0171070460704607,17.1070460704607
"201","Father",2,"or",6,5904,0.00101626016260163,1.01626016260163
"202","Father",2.00273785078713,"and",9,299,0.0301003344481605,30.1003344481605
"203","Father",2.00547570157426,"and",18,1392,0.0129310344827586,12.9310344827586
"204","Father",2.00547570157426,"or",2,1392,0.0014367816091954,1.4367816091954
"205","Father",2.0082135523614,"and",41,2453,0.0167142274765593,16.7142274765593
"206","Father",2.0082135523614,"or",2,2453,0.000815328169588259,0.815328169588259
"207","Father",2.01095140314853,"and",4,275,0.0145454545454545,14.5454545454545
"208","Father",2.01368925393566,"and",24,1314,0.0182648401826484,18.2648401826484
"209","Father",2.01642710472279,"and",38,1772,0.0214446952595937,21.4446952595937
"210","Father",2.01642710472279,"or",4,1772,0.00225733634311512,2.25733634311512
"211","Father",2.01916495550992,"and",24,413,0.0581113801452785,58.1113801452785
"212","Father",2.02190280629706,"and",16,2004,0.00798403193612774,7.98403193612774
"213","Father",2.02190280629706,"or",3,2004,0.00149700598802395,1.49700598802395
"214","Father",2.02464065708419,"and",38,2159,0.0176007410838351,17.6007410838351
"215","Father",2.02464065708419,"or",1,2159,0.000463177396943029,0.463177396943029
"216","Father",2.02737850787132,"and",17,1125,0.0151111111111111,15.1111111111111
"217","Father",2.03011635865845,"and",39,2526,0.0154394299287411,15.4394299287411
"218","Father",2.03011635865845,"or",1,2526,0.000395882818685669,0.395882818685669
"219","Father",2.03285420944559,"and",1,168,0.00595238095238095,5.95238095238095
"220","Father",2.03559206023272,"and",12,1098,0.0109289617486339,10.9289617486339
"221","Father",2.03559206023272,"or",6,1098,0.00546448087431694,5.46448087431694
"222","Father",2.04106776180698,"and",1,184,0.00543478260869565,5.43478260869565
"223","Father",2.04380561259411,"and",52,2732,0.0190336749633968,19.0336749633968
"224","Father",2.04654346338125,"and",53,3023,0.0175322527290771,17.5322527290771
"225","Father",2.04654346338125,"or",9,3023,0.00297717499173007,2.97717499173007
"226","Father",2.04928131416838,"and",2,357,0.00560224089635854,5.60224089635854
"227","Father",2.06023271731691,"and",25,1407,0.0177683013503909,17.7683013503909
"228","Father",2.06023271731691,"or",2,1407,0.00142146410803127,1.42146410803127
"229","Father",2.06297056810404,"and",32,1715,0.0186588921282799,18.6588921282799
"230","Father",2.06297056810404,"or",1,1715,0.000583090379008746,0.583090379008746
"231","Father",2.06570841889117,"and",153,7810,0.0195902688860435,19.5902688860435
"232","Father",2.06570841889117,"or",5,7810,0.000640204865556978,0.640204865556978
"233","Father",2.07118412046543,"and",48,1628,0.0294840294840295,29.4840294840295
"234","Father",2.07118412046543,"or",5,1628,0.00307125307125307,3.07125307125307
"235","Father",2.07392197125257,"and",6,1468,0.00408719346049046,4.08719346049046
"236","Father",2.07392197125257,"or",1,1468,0.000681198910081744,0.681198910081744
"237","Father",2.0766598220397,"and",23,2865,0.00802792321116928,8.02792321116928
"238","Father",2.0766598220397,"or",2,2865,0.000698080279232112,0.698080279232112
"239","Father",2.07939767282683,"and",6,1227,0.00488997555012225,4.88997555012225
"240","Father",2.07939767282683,"or",4,1227,0.0032599837000815,3.2599837000815
"241","Father",2.08213552361396,"and",67,3271,0.020483032711709,20.483032711709
"242","Father",2.08213552361396,"or",3,3271,0.000917150718434729,0.917150718434729
"243","Father",2.08333333333333,"and",63,4980,0.0126506024096386,12.6506024096386
"244","Father",2.08333333333333,"or",7,4980,0.00140562248995984,1.40562248995984
"245","Father",2.08607118412047,"and",21,892,0.023542600896861,23.542600896861
"246","Father",2.0888090349076,"and",3,147,0.0204081632653061,20.4081632653061
"247","Father",2.09154688569473,"and",43,1714,0.0250875145857643,25.0875145857643
"248","Father",2.09702258726899,"and",13,1255,0.0103585657370518,10.3585657370518
"249","Father",2.09702258726899,"or",3,1255,0.00239043824701195,2.39043824701195
"250","Father",2.09976043805613,"and",3,133,0.0225563909774436,22.5563909774436
"251","Father",2.10249828884326,"and",3,569,0.00527240773286467,5.27240773286468
"252","Father",2.10523613963039,"and",3,218,0.0137614678899083,13.7614678899083
"253","Father",2.10797399041752,"and",14,1348,0.0103857566765579,10.3857566765579
"254","Father",2.11071184120465,"and",23,1259,0.0182684670373312,18.2684670373312
"255","Father",2.11071184120465,"or",4,1259,0.00317712470214456,3.17712470214456
"256","Father",2.11344969199179,"and",4,344,0.0116279069767442,11.6279069767442
"257","Father",2.11344969199179,"or",1,344,0.00290697674418605,2.90697674418605
"258","Father",2.12440109514031,"and",1,59,0.0169491525423729,16.9491525423729
"259","Father",2.12713894592745,"and",4,568,0.00704225352112676,7.04225352112676
"260","Father",2.12713894592745,"or",1,568,0.00176056338028169,1.76056338028169
"261","Father",2.13535249828884,"and",12,660,0.0181818181818182,18.1818181818182
"262","Father",2.13809034907598,"and",73,2001,0.0364817591204398,36.4817591204398
"263","Father",2.13809034907598,"or",1,2001,0.000499750124937531,0.499750124937531
"264","Father",2.14082819986311,"and",16,805,0.0198757763975155,19.8757763975155
"265","Father",2.14082819986311,"or",1,805,0.00124223602484472,1.24223602484472
"266","Father",2.14356605065024,"and",2,60,0.0333333333333333,33.3333333333333
"267","Father",2.14630390143737,"and",43,4386,0.00980392156862745,9.80392156862745
"268","Father",2.14630390143737,"or",15,4386,0.00341997264021888,3.41997264021888
"269","Father",2.1490417522245,"or",2,180,0.0111111111111111,11.1111111111111
"270","Father",2.15177960301164,"and",15,1504,0.00997340425531915,9.97340425531915
"271","Father",2.15177960301164,"or",1,1504,0.000664893617021277,0.664893617021277
"272","Father",2.15451745379877,"and",3,313,0.00958466453674121,9.58466453674121
"273","Father",2.15451745379877,"or",2,313,0.00638977635782748,6.38977635782748
"274","Father",2.1572553045859,"and",9,565,0.015929203539823,15.929203539823
"275","Father",2.1572553045859,"or",3,565,0.00530973451327434,5.30973451327434
"276","Father",2.1654688569473,"and",6,1171,0.00512382578992314,5.12382578992314
"277","Father",2.16666666666667,"and",3,522,0.00574712643678161,5.74712643678161
"278","Father",2.1694045174538,"and",8,930,0.00860215053763441,8.60215053763441
"279","Father",2.17214236824093,"and",30,1523,0.0196979645436638,19.6979645436638
"280","Father",2.17214236824093,"or",4,1523,0.00262639527248851,2.62639527248851
"281","Father",2.17488021902806,"and",42,2498,0.0168134507606085,16.8134507606085
"282","Father",2.17488021902806,"or",2,2498,0.000800640512409928,0.800640512409928
"283","Father",2.1776180698152,"and",23,515,0.0446601941747573,44.6601941747573
"284","Father",2.1776180698152,"or",1,515,0.00194174757281553,1.94174757281553
"285","Father",2.18035592060233,"and",37,721,0.0513176144244105,51.3176144244105
"286","Father",2.18035592060233,"or",1,721,0.0013869625520111,1.3869625520111
"287","Father",2.18309377138946,"and",23,1819,0.0126443100604728,12.6443100604728
"288","Father",2.19678302532512,"and",27,1887,0.014308426073132,14.308426073132
"289","Father",2.19678302532512,"or",6,1887,0.00317965023847377,3.17965023847377
"290","Father",2.19952087611225,"and",2,295,0.00677966101694915,6.77966101694915
"291","Father",2.20225872689938,"and",39,1692,0.0230496453900709,23.0496453900709
"292","Father",2.20225872689938,"or",3,1692,0.00177304964539007,1.77304964539007
"293","Father",2.20773442847365,"and",5,1102,0.00453720508166969,4.53720508166969
"294","Father",2.20773442847365,"or",3,1102,0.00272232304900181,2.72232304900181
"295","Father",2.21321013004791,"and",33,2226,0.0148247978436658,14.8247978436658
"296","Father",2.21321013004791,"or",5,2226,0.00224618149146451,2.24618149146451
"297","Father",2.21594798083504,"and",73,2371,0.0307886967524251,30.7886967524251
"298","Father",2.21594798083504,"or",1,2371,0.000421762969211303,0.421762969211303
"299","Father",2.22142368240931,"and",90,4268,0.021087160262418,21.087160262418
"300","Father",2.22142368240931,"or",13,4268,0.00304592314901593,3.04592314901593
"301","Father",2.22416153319644,"and",27,1864,0.0144849785407725,14.4849785407725
"302","Father",2.22416153319644,"or",2,1864,0.00107296137339056,1.07296137339056
"303","Father",2.22689938398357,"and",59,1744,0.0338302752293578,33.8302752293578
"304","Father",2.22689938398357,"or",2,1744,0.00114678899082569,1.14678899082569
"305","Father",2.2296372347707,"and",1,105,0.00952380952380952,9.52380952380953
"306","Father",2.23237508555784,"and",6,731,0.00820793433652531,8.20793433652531
"307","Father",2.23511293634497,"and",3,432,0.00694444444444444,6.94444444444444
"308","Father",2.23511293634497,"or",1,432,0.00231481481481481,2.31481481481481
"309","Father",2.2378507871321,"and",8,541,0.0147874306839187,14.7874306839187
"310","Father",2.2378507871321,"or",2,541,0.00369685767097967,3.69685767097967
"311","Father",2.25,"and",36,3727,0.00965924335927019,9.65924335927019
"312","Father",2.25,"or",6,3727,0.0016098738932117,1.6098738932117
"313","Father",2.25273785078713,"and",22,901,0.0244173140954495,24.4173140954495
"314","Father",2.25547570157426,"and",4,697,0.00573888091822095,5.73888091822095
"315","Father",2.2582135523614,"and",22,999,0.022022022022022,22.022022022022
"316","Father",2.26095140314853,"and",3,154,0.0194805194805195,19.4805194805195
"317","Father",2.26368925393566,"and",6,627,0.00956937799043062,9.56937799043062
"318","Father",2.26368925393566,"or",1,627,0.00159489633173844,1.59489633173844
"319","Father",2.26642710472279,"and",18,1225,0.0146938775510204,14.6938775510204
"320","Father",2.27737850787132,"and",1,716,0.00139664804469274,1.39664804469274
"321","Father",2.27737850787132,"or",1,716,0.00139664804469274,1.39664804469274
"322","Father",2.28011635865845,"and",43,2110,0.0203791469194313,20.3791469194313
"323","Father",2.28011635865845,"or",6,2110,0.0028436018957346,2.8436018957346
"324","Father",2.28285420944559,"or",3,277,0.0108303249097473,10.8303249097473
"325","Father",2.29380561259411,"and",1,45,0.0222222222222222,22.2222222222222
"326","Father",2.29654346338125,"and",1,70,0.0142857142857143,14.2857142857143
"327","Father",2.30201916495551,"and",4,634,0.00630914826498423,6.30914826498423
"328","Father",2.30201916495551,"or",1,634,0.00157728706624606,1.57728706624606
"329","Father",2.30475701574264,"and",3,645,0.00465116279069767,4.65116279069767
"330","Father",2.30749486652977,"and",6,1118,0.00536672629695885,5.36672629695885
"331","Father",2.30749486652977,"or",2,1118,0.00178890876565295,1.78890876565295
"332","Father",2.31297056810404,"and",2,146,0.0136986301369863,13.6986301369863
"333","Father",2.32118412046543,"and",43,1901,0.0226196738558653,22.6196738558653
"334","Father",2.32118412046543,"or",8,1901,0.00420831141504471,4.20831141504471
"335","Father",2.32939767282683,"and",2,390,0.00512820512820513,5.12820512820513
"336","Father",2.33333333333333,"and",65,3146,0.0206611570247934,20.6611570247934
"337","Father",2.33333333333333,"or",7,3146,0.00222504767959313,2.22504767959313
"338","Father",2.3388090349076,"and",40,3252,0.01230012300123,12.30012300123
"339","Father",2.34428473648186,"and",41,2180,0.0188073394495413,18.8073394495413
"340","Father",2.34428473648186,"or",5,2180,0.00229357798165138,2.29357798165138
"341","Father",2.34702258726899,"and",1,180,0.00555555555555556,5.55555555555556
"342","Father",2.34976043805613,"and",2,206,0.00970873786407767,9.70873786407767
"343","Father",2.35797399041752,"and",37,1054,0.0351043643263757,35.1043643263757
"344","Father",2.35797399041752,"or",2,1054,0.00189753320683112,1.89753320683112
"345","Father",2.36071184120465,"and",2,29,0.0689655172413793,68.9655172413793
"346","Father",2.36344969199179,"and",2,259,0.00772200772200772,7.72200772200772
"347","Father",2.37440109514031,"and",26,1867,0.013926084627745,13.926084627745
"348","Father",2.37440109514031,"or",3,1867,0.00160685591858597,1.60685591858597
"349","Father",2.37713894592745,"and",1,63,0.0158730158730159,15.8730158730159
"350","Father",2.37987679671458,"and",6,124,0.0483870967741935,48.3870967741935
"351","Father",2.38535249828884,"and",3,826,0.0036319612590799,3.6319612590799
"352","Father",2.38809034907598,"and",17,281,0.0604982206405694,60.4982206405694
"353","Father",2.3990417522245,"and",12,758,0.0158311345646438,15.8311345646438
"354","Father",2.40177960301164,"and",21,2610,0.00804597701149425,8.04597701149425
"355","Father",2.40177960301164,"or",4,2610,0.00153256704980843,1.53256704980843
"356","Father",2.40451745379877,"and",5,1078,0.00463821892393321,4.63821892393321
"357","Father",2.40451745379877,"or",2,1078,0.00185528756957328,1.85528756957328
"358","Father",2.4072553045859,"and",2,204,0.00980392156862745,9.80392156862745
"359","Father",2.4072553045859,"or",1,204,0.00490196078431373,4.90196078431373
"360","Father",2.40999315537303,"and",12,1087,0.0110395584176633,11.0395584176633
"361","Father",2.41273100616016,"and",1,929,0.00107642626480086,1.07642626480086
"362","Father",2.41273100616016,"or",1,929,0.00107642626480086,1.07642626480086
"363","Father",2.4154688569473,"and",7,1178,0.00594227504244482,5.94227504244482
